Date,Level,Slope,Curvature
1990-01-02,7.83611285103485,-0.40714837102404533,0.05612954506545244
1990-01-03,7.909884335196344,-0.2742926707846573,0.017303031416033673
1990-01-04,7.88836630987622,-0.3346538195229191,0.028712177799858532
1990-01-05,7.862341346701471,-0.5400042527715243,0.09495614170739289
1990-01-08,7.845927093050801,-0.7456972266688376,0.1601759347444349
1990-01-09,7.858916033495722,-0.6610688592904707,0.11675016456195941
1990-01-10,7.853444618839024,-0.7296331544909292,0.13849008209842453
1990-01-11,7.853673637665465,-0.8181917463263836,0.1875932873834799
1990-01-12,7.86144177261251,-1.10424034066379,0.29158559423209146
1990-01-16,8.052181071027942,-0.6289054079279841,0.14303518138116003
1990-01-17,8.04613447163366,-0.6207021833867475,0.13270438317404207
1990-01-18,8.220342349021129,-0.4514100547274145,0.1155095284008963
1990-01-19,8.169377876032438,-0.37498504269526695,0.08241462191672054
1990-01-22,8.136917032908709,-0.5724746861848224,0.13730356224544804
1990-01-23,8.138435025743506,-0.5121138103241876,0.125894532983044
1990-01-24,8.129464397991494,-1.2291999227157406,0.3887138005631109
1990-01-25,8.166981929117961,-1.2131358081816277,0.3670279305862657
1990-01-26,8.201692411597284,-1.4063527382666037,0.4172636307684951
1990-01-29,8.222474969772524,-1.3581252704315627,0.42186282380653767
1990-01-30,8.229875321513184,-1.4424110753834247,0.46631275260762156
1990-01-31,8.222660710852843,-1.0195765642212158,0.31781650140826095
1990-02-01,8.227396665146424,-0.9631458962968369,0.31208490146388645
1990-02-02,8.315696736114697,-0.898854474537576,0.294998296275083
1990-02-05,8.30498290918491,-1.1245417985051784,0.3875813989599914
1990-02-06,8.361189788262092,-1.0438438386535365,0.34983314663354853
1990-02-07,8.397924597125936,-0.6603485018875318,0.18845524343785552
1990-02-08,8.33082197130698,-0.8420813455749919,0.290290901208834
1990-02-09,8.233720559146715,-0.3664393249074127,0.07310800727884373
1990-02-12,8.294524749534476,-0.5317655652223721,0.15428199112168445
1990-02-13,8.16208552397514,-0.9428090442066852,0.28574577834740045
1990-02-14,8.246960132652763,-0.5839234140393788,0.15536030262287093
1990-02-15,8.325260205844268,-0.5196319744018472,0.1382736900638505
1990-02-16,8.346203051298653,-0.38250324391129215,0.09479379311162899
1990-02-20,8.4875353201744,-0.6606909279350465,0.18743102276802126
1990-02-21,8.469464302236231,-0.8135406364233956,0.25362069494232165
1990-02-22,8.411881994168454,-0.6046027133793306,0.1806752135928217
1990-02-23,8.390363969594311,-0.6649638601818607,0.19208436068129295
1990-02-26,8.344870933066202,-0.5199743628740879,0.13724945228866434
1990-02-27,8.304641916985181,-0.4314157519260049,0.08814624019404976
1990-02-28,8.391652999961835,-0.5160439012930634,0.13157190805864644
1990-03-01,8.498642435471151,-0.3871184969832942,0.0984228623441267
1990-03-02,8.454342833346464,-0.40711309903086285,0.1257862842041688
1990-03-05,8.50567511265645,-0.6853006930480658,0.21842347419296226
1990-03-06,8.522296737304627,-0.3546127381057238,0.12573215570894658
1990-03-07,8.52455021182201,-0.2821180520259888,0.09831472919355257
1990-03-08,8.593771494057215,0.13285579043887966,-0.038826555412511864
1990-03-09,8.75621071651719,0.5438992428846898,-0.17029033112014025
1990-03-12,8.740164102515566,0.5521023583784876,-0.18062108773416533
1990-03-13,8.784714323072594,0.26998438170351186,-0.08230639177538672
1990-03-14,8.702507940359867,0.23358348019731617,-0.03428142855269451
1990-03-15,8.728714818606203,0.3142814336481644,-0.07202967847542296
1990-03-16,8.654761419027414,0.3060782018262526,-0.06169887063220905
1990-03-19,8.715911629150542,0.5682018634473724,-0.13265027278622732
1990-03-20,8.728926030462596,0.9024777296269905,-0.2320432975057942
1990-03-21,8.738190566896455,0.8903440706732685,-0.21603496447359835
1990-03-22,8.646993254123126,0.5921265343810272,-0.1656910608288176
1990-03-23,8.633775334107487,0.596057102562842,-0.1713686494769356
1990-03-26,8.632810861997864,0.6724821136097701,-0.20446355214242426
1990-03-27,8.61248631553807,0.44713725104061475,-0.11085624635176408
1990-03-28,8.587014881272896,0.37857278286820967,-0.08911625103583182
1990-03-29,8.623036029748198,0.12072213062383366,-0.022818224088501437
1990-03-30,8.636275602034146,-0.09676196843849218,0.05943407546437397
1990-04-02,8.611768660198248,-0.24175128362590104,0.11426890540193523
1990-04-03,8.607240071715154,-0.17318701513188942,0.09252899956243944
1990-04-04,8.538758078311245,-0.11282601470741431,0.08111991362331109
1990-04-05,8.52956227263339,-0.27815222501007014,0.16229388554478855
1990-04-06,8.504826310929477,-0.33458295882167344,0.16802551531884988
1990-04-09,8.522572839917324,-0.4070776128521375,0.19544292704976718
1990-04-10,8.517836882329346,-0.463508308587775,0.20117453897273588
1990-04-11,8.530894537503725,-0.5563399454856242,0.2549311320365185
1990-04-12,8.544847936577233,-0.5481367208330581,0.2446003285901798
1990-04-16,8.581630000439176,-0.5442062925017411,0.23892280184073017
1990-04-17,8.66914752338773,-0.5281422493382698,0.217236963649311
1990-04-18,8.76705433174578,-0.5117357146870696,0.19657532020253243
1990-04-19,8.786089858669397,-0.43531069572160347,0.1634804076733394
1990-04-20,8.766708295617418,-0.9391857494805974,0.3487007612273728
1990-04-23,8.824433193783408,-0.7981266880543877,0.29954338092806504
1990-04-24,8.887629504122982,-0.5885033519030801,0.2286460918551927
1990-04-25,8.931054823520821,-0.46743869314497233,0.20685204639506888
1990-04-26,9.025215589927988,-0.3342405037578396,0.16904971937033444
1990-04-27,8.960501274855305,-0.6042248207020333,0.2513560837795128
1990-04-30,8.939030370180063,-0.6284919594259715,0.28337267652705006
1990-05-01,9.003537302886818,-0.4835027095211867,0.2285378703637617
1990-05-02,9.041262189278655,-0.34244375410583283,0.17938053826401207
1990-05-03,8.962801852459041,-0.4956362574589009,0.24454615510685718
1990-05-04,8.654844100619934,-1.0113379950013683,0.37714240500795376
1990-05-07,8.696362127085319,-0.9509768217819446,0.36573324233452675
1990-05-08,8.62564826681164,-1.176664442927716,0.4583164797277829
1990-05-09,8.7189578338848,-0.9142331032502324,0.3187323333926583
1990-05-10,8.65353346046134,-0.9467040410595975,0.3610799724192007
1990-05-11,8.529718714023247,-0.6524523120622587,0.24675690203564077
1990-05-14,8.48204092054912,-0.7574174746032049,0.31652176686354766
1990-05-15,8.509787406164344,-0.8299125117289397,0.34393935091308964
1990-05-16,8.499073628337019,-1.055599405385314,0.43652226129874044
1990-05-17,8.527762907662458,-0.9909661667767663,0.42046015211136084
1990-05-18,8.596063033956478,-0.9266742590431851,0.403373329317842
1990-05-21,8.577027546689397,-1.0030989304852365,0.4364680865499661
1990-05-22,8.51548785176404,-0.8499067004953405,0.37130259000874577
1990-05-23,8.485994341678193,-0.7492140645160659,0.30619088356124846
1990-05-24,8.452408723238465,-0.9591800905109288,0.37606406633845735
1990-05-25,8.466729927895559,-1.1527394551026267,0.425275549952759
1990-05-29,8.464454827361068,-1.0116803818840152,0.37611816422680433
1990-05-30,8.427672769893379,-1.015610750460092,0.38179566284821553
1990-05-31,8.463122553711429,-0.733492736112383,0.2834809502920782
1990-06-01,8.285168655466778,-0.785993047820114,0.28353505711317384
1990-06-04,8.26387964493375,-0.93491282378782,0.3440474245022423
